ts,datetime_utc,equity
1687535999999,2023-06-23 15:59,30941.8631648200000000
1687550399999,2023-06-23 19:59,30588.1192964863000000
1687564799999,2023-06-23 23:59,30397.5732545650000000
1687579199999,2023-06-24 03:59,30438.6896770849000000
1687593599999,2023-06-24 07:59,30277.7997587542000000
1687607999999,2023-06-24 11:59,30393.4923183862000000
1687622399999,2023-06-24 15:59,30110.5309013479000000
1687636799999,2023-06-24 19:59,30337.4884029616000000
1687651199999,2023-06-24 23:59,30238.0304413807000000
1687665599999,2023-06-25 03:59,30456.9647432254000000
1687679999999,2023-06-25 07:59,30432.5187468922000000
1687694399999,2023-06-25 11:59,30424.8422285947000000
1687708799999,2023-06-25 15:59,30295.2130738084000000
1687723199999,2023-06-25 19:59,30141.3063108322000000
1687737599999,2023-06-25 23:59,30173.8745587834000000
1687751999999,2023-06-26 03:59,30009.1513338964000000
1687766399999,2023-06-26 07:59,30116.0579945221000000
1687780799999,2023-06-26 11:59,30035.4297894361000000
1687795199999,2023-06-26 15:59,30131.2426429738000000
1687809599999,2023-06-26 19:59,29957.2580702053000000
1687823999999,2023-06-26 23:59,29981.0503243351000000
1687838399999,2023-06-27 03:59,30083.6482295293000000
1687852799999,2023-06-27 07:59,30122.9222876578000000
1687867199999,2023-06-27 11:59,30437.7883052590000000
1687881599999,2023-06-27 15:59,30209.6124659026000000
1687895999999,2023-06-27 19:59,30357.4869712747000000
1687910399999,2023-06-27 23:59,30401.4758974156000000
1687924799999,2023-06-28 03:59,30164.0585205475000000
1687939199999,2023-06-28 07:59,29899.9664807437000000
1687953599999,2023-06-28 11:59,30023.3850845977000000
1687967999999,2023-06-28 15:59,30122.7638046994000000
1687982399999,2023-06-28 19:59,29814.6531232000000000
1687996799999,2023-06-28 23:59,29792.2773105109000000
1688011199999,2023-06-29 03:59,29889.9325284400000000
1688025599999,2023-06-29 07:59,30052.6648111621000000
1688039999999,2023-06-29 11:59,30380.1797498806000000
1688054399999,2023-06-29 15:59,30189.8615272120000000
1688068799999,2023-06-29 19:59,30295.0446856651000000
1688083199999,2023-06-29 23:59,30158.6700999619000000
1688097599999,2023-06-30 03:59,30453.5870751745000000
1688111999999,2023-06-30 07:59,30473.4370657141000000
1688126399999,2023-06-30 11:59,30616.9830052849000000
1688140799999,2023-06-30 15:59,29782.6791863428000000
1688155199999,2023-06-30 19:59,30084.4307391364000000
1688169599999,2023-06-30 23:59,30183.1260014800000000
1688183999999,2023-07-01 03:59,30109.8375384049000000
1688198399999,2023-07-01 07:59,30171.1209173812000000
1688212799999,2023-07-01 11:59,30233.6622548398000000
1688227199999,2023-07-01 15:59,30282.7523512042000000
1688241599999,2023-07-01 19:59,30319.3321990399000000
1688255999999,2023-07-01 23:59,30295.9460574910000000
1688270399999,2023-07-02 03:59,30220.0822463419000000
1688284799999,2023-07-02 07:59,30223.7471647549000000
1688299199999,2023-07-02 11:59,30255.1763164426000000
1688313599999,2023-07-02 15:59,30208.8893874049000000
1688327999999,2023-07-02 19:59,30268.0530568126000000
1688342399999,2023-07-02 23:59,30326.7808980847000000
1688356799999,2023-07-03 03:59,30465.0770896585000000
1688371199999,2023-07-03 07:59,30376.4653055431000000
1688385599999,2023-07-03 11:59,30334.8932445178000000
1688399999999,2023-07-03 15:59,30774.1089533536000000
1688414399999,2023-07-03 19:59,30959.5340146816000000
1688428799999,2023-07-03 23:59,30860.8387523380000000
1688443199999,2023-07-04 03:59,30899.9543275081000000
1688457599999,2023-07-04 07:59,30618.3697311709000000
1688471999999,2023-07-04 11:59,30773.4651163351000000
1688486399999,2023-07-04 15:59,30670.8275904013000000
1688500799999,2023-07-04 19:59,30405.8341787716000000
1688515199999,2023-07-04 23:59,30474.8436019699000000
1688529599999,2023-07-05 03:59,30576.0745916479000000
1688543999999,2023-07-05 07:59,30482.5102150825000000
1688558399999,2023-07-05 11:59,30116.0678997070000000
1688572799999,2023-07-05 15:59,30068.3348136739000000
1688587199999,2023-07-05 19:59,30143.4557359555000000
1688601599999,2023-07-05 23:59,30215.6249131369000000
1688615999999,2023-07-06 03:59,30201.7972750165000000
1688630399999,2023-07-06 07:59,30511.1758201831000000
1688644799999,2023-07-06 11:59,30554.1247019095000000
1688659199999,2023-07-06 15:59,30118.7522048149000000
1688673599999,2023-07-06 19:59,30022.5431438812000000
1688687999999,2023-07-06 23:59,29612.0227557007000000
1688702399999,2023-07-07 03:59,29849.7174777460000000
1688716799999,2023-07-07 07:59,29722.9311110260000000
1688731199999,2023-07-07 11:59,29833.1758189630000000
1688745599999,2023-07-07 15:59,30102.7256156467000000
1688759999999,2023-07-07 19:59,29959.4669264380000000
1688774399999,2023-07-07 23:59,30057.0329977030000000
1688788799999,2023-07-08 03:59,29987.8254708067000000
1688803199999,2023-07-08 07:59,29907.1279294264000000
1688817599999,2023-07-08 11:59,29915.3987588179000000
1688831999999,2023-07-08 15:59,29921.6291201200000000
1688846399999,2023-07-08 19:59,29826.5393450800000000
1688860799999,2023-07-08 23:59,29997.5325520087000000
1688875199999,2023-07-09 03:59,30000.8606941351000000
1688889599999,2023-07-09 07:59,29978.0886740500000000
1688903999999,2023-07-09 11:59,29979.7626502981000000
1688918399999,2023-07-09 15:59,30061.7577709003000000
1688932799999,2023-07-09 19:59,29955.7227665458000000
1688947199999,2023-07-09 23:59,29874.7875007279000000
1688961599999,2023-07-10 03:59,29870.2905467833000000
1688975999999,2023-07-10 07:59,29826.6383969290000000
1688990399999,2023-07-10 11:59,29953.3257118000000000
1689004799999,2023-07-10 15:59,30025.4453630569000000
1689019199999,2023-07-10 19:59,30545.0614577260000000
1689033599999,2023-07-10 23:59,30123.2689691293000000
1689047999999,2023-07-11 03:59,30187.0880754400000000
1689062399999,2023-07-11 07:59,30245.9050633762000000
1689076799999,2023-07-11 11:59,30116.0778048919000000
1689091199999,2023-07-11 15:59,30306.3960275605000000
1689105599999,2023-07-11 19:59,30292.0731301951000000
1689119999999,2023-07-11 23:59,30331.8028268290000000
1689134399999,2023-07-12 03:59,30298.3431122368000000
1689148799999,2023-07-12 07:59,30448.5849568000000000
1689163199999,2023-07-12 11:59,30484.4912520625000000
1689177599999,2023-07-12 15:59,30235.2569896087000000
1689191999999,2023-07-12 19:59,30000.3456245203000000
1689206399999,2023-07-12 23:59,30091.9983004000000000
1689220799999,2023-07-13 03:59,30010.7856894049000000
1689235199999,2023-07-13 07:59,30078.1508519098000000
1689249599999,2023-07-13 11:59,30254.4334275751000000
1689263999999,2023-07-13 15:59,30624.3821784052000000
1689278399999,2023-07-13 19:59,31306.3838743249000000
1689292799999,2023-07-13 23:59,31156.0429779127000000
1689307199999,2023-07-14 03:59,31161.7582696000000000
1689321599999,2023-07-14 07:59,30803.9235599026000000
1689335999999,2023-07-14 11:59,30913.7225345191000000
1689350399999,2023-07-14 15:59,30944.3196506752000000
1689364799999,2023-07-14 19:59,29829.6792886933000000
1689379199999,2023-07-14 23:59,30024.6529482649000000
1689393599999,2023-07-15 03:59,30005.7340451059000000
1689407999999,2023-07-15 07:59,30050.3965238200000000
1689422399999,2023-07-15 11:59,30024.6331378951000000
1689436799999,2023-07-15 15:59,30016.1344892509000000
1689451199999,2023-07-15 19:59,30038.9758456303000000
1689465599999,2023-07-15 23:59,30002.3761874248000000
1689479999999,2023-07-16 03:59,29901.8187503200000000
1689494399999,2023-07-16 07:59,29978.3065881178000000
1689508799999,2023-07-16 11:59,30018.7098373249000000
1689523199999,2023-07-16 15:59,30091.9487744755000000
1689537599999,2023-07-16 19:59,29966.1331158757000000
1689551999999,2023-07-16 23:59,29945.3916586951000000
1689566399999,2023-07-17 03:59,30025.2967852834000000
1689580799999,2023-07-17 07:59,29993.9369698900000000
1689595199999,2023-07-17 11:59,29875.7681140330000000
1689609599999,2023-07-17 15:59,29888.7736218067000000
1689623999999,2023-07-17 19:59,29601.0874315711000000
1689638399999,2023-07-17 23:59,29852.2928258200000000
1689652799999,2023-07-18 03:59,29788.8600217204000000
1689667199999,2023-07-18 07:59,29684.0334499237000000
1689681599999,2023-07-18 11:59,29600.7110345449000000
1689695999999,2023-07-18 15:59,29628.4356470800000000
1689710399999,2023-07-18 19:59,29434.2841178551000000
1689724799999,2023-07-18 23:59,29576.0669345137000000
1689739199999,2023-07-19 03:59,29774.1508221439000000
1689753599999,2023-07-19 07:59,29716.2748267732000000
1689767999999,2023-07-19 11:59,29728.1115227287000000
1689782399999,2023-07-19 15:59,29672.4740991454000000
1689796799999,2023-07-19 19:59,29759.4911484919000000
1689811199999,2023-07-19 23:59,29625.6721004929000000
1689825599999,2023-07-20 03:59,29664.1042179049000000
1689839999999,2023-07-20 07:59,29916.4487084173000000
1689854399999,2023-07-20 11:59,29997.7999920010000000
1689868799999,2023-07-20 15:59,29527.5810544282000000
1689883199999,2023-07-20 19:59,29473.9147626400000000
1689897599999,2023-07-20 23:59,29517.4975762000000000
1689911999999,2023-07-21 03:59,29614.1919911938000000
1689926399999,2023-07-21 07:59,29484.6222675169000000
1689940799999,2023-07-21 11:59,29496.2113338499000000
1689955199999,2023-07-21 15:59,29582.8717965400000000
1689969599999,2023-07-21 19:59,29592.7670762551000000
1689983999999,2023-07-21 23:59,29618.2531170028000000
1689998399999,2023-07-22 03:59,29619.9270932509000000
1690012799999,2023-07-22 07:59,29660.8949379973000000
1690027199999,2023-07-22 11:59,29603.6132537206000000
1690041599999,2023-07-22 15:59,29616.7871496376000000
1690055999999,2023-07-22 19:59,29553.1562418400000000
1690070399999,2023-07-22 23:59,29511.5544652600000000
1690084799999,2023-07-23 03:59,29562.7840815628000000
1690099199999,2023-07-23 07:59,29632.3977210400000000
1690113599999,2023-07-23 11:59,29605.2377040442000000
1690127999999,2023-07-23 15:59,29614.2118015636000000
1690142399999,2023-07-23 19:59,29807.8383559888000000
1690156799999,2023-07-23 23:59,29798.5571977375000000
1690171199999,2023-07-24 03:59,29434.3039282249000000
1690185599999,2023-07-24 07:59,29545.2320939200000000
1690199999999,2023-07-24 11:59,28992.5128713151000000
1690214399999,2023-07-24 15:59,28817.9736081922000000
1690228799999,2023-07-24 19:59,28841.9540608351000000
1690243199999,2023-07-24 23:59,28899.9092976850000000
1690257599999,2023-07-25 03:59,28835.0303365900000000
1690271999999,2023-07-25 07:59,28866.1920482854000000
1690286399999,2023-07-25 11:59,28852.1564012821000000
1690300799999,2023-07-25 15:59,28904.8717953199000000
1690315199999,2023-07-25 19:59,28922.0275755667000000
1690329599999,2023-07-25 23:59,28951.8223717459000000
1690343999999,2023-07-26 03:59,28965.5905787569000000
1690358399999,2023-07-26 07:59,28939.6389943189000000
1690372799999,2023-07-26 11:59,28898.8098221611000000
1690387199999,2023-07-26 15:59,29046.0107749600000000
1690401599999,2023-07-26 19:59,29123.2018808857000000
1690415999999,2023-07-26 23:59,29073.7056719404000000
1690430399999,2023-07-27 03:59,29127.0153770722000000
1690444799999,2023-07-27 07:59,29133.3447902233000000
1690459199999,2023-07-27 11:59,29227.3053741847000000
1690473599999,2023-07-27 15:59,29014.3240884649000000
1690487999999,2023-07-27 19:59,28887.3594284167000000
1690502399999,2023-07-27 23:59,28945.7504934022000000
1690516799999,2023-07-28 03:59,28976.5259028865000000
1690531199999,2023-07-28 07:59,28864.5477875920000000
1690545599999,2023-07-28 11:59,28929.7139990491000000
1690559999999,2023-07-28 15:59,29109.3940531351000000
1690574399999,2023-07-28 19:59,29038.0866270400000000
1690588799999,2023-07-28 23:59,29036.2442626486000000
1690603199999,2023-07-29 03:59,29093.4467054461000000
1690617599999,2023-07-29 07:59,29017.2956439349000000
1690631999999,2023-07-29 11:59,28989.7097039884000000
1690646399999,2023-07-29 15:59,29014.6509595666000000
1690660799999,2023-07-29 19:59,29059.8978441898000000
1690675199999,2023-07-29 23:59,29074.6367593210000000
1690689599999,2023-07-30 03:59,29037.0168670708000000
1690703999999,2023-07-30 07:59,29016.6022809919000000
1690718399999,2023-07-30 11:59,29036.1055900600000000
1690732799999,2023-07-30 15:59,29071.1402290513000000
1690747199999,2023-07-30 19:59,28925.4448643572000000
1690761599999,2023-07-30 23:59,29003.5076265541000000
1690775999999,2023-07-31 03:59,29143.0716817951000000
1690790399999,2023-07-31 07:59,29095.1503972489000000
1690804799999,2023-07-31 11:59,29127.2233859551000000
1690819199999,2023-07-31 15:59,28970.7115593502000000
1690833599999,2023-07-31 19:59,28881.0696360052000000
1690847999999,2023-07-31 23:59,28955.1307035025000000
1690862399999,2023-08-01 03:59,28561.6472333500000000
1690876799999,2023-08-01 07:59,28662.9772748770000000
1690891199999,2023-08-01 11:59,28588.5794310931000000
1690905599999,2023-08-01 15:59,28679.5189336600000000
1690919999999,2023-08-01 19:59,28996.8909630409000000
1690934399999,2023-08-01 23:59,29424.3789329551000000
1690948799999,2023-08-02 03:59,29352.0413676304000000
1690963199999,2023-08-02 07:59,29296.8694877374000000
1690977599999,2023-08-02 11:59,29282.2395296401000000
1690991999999,2023-08-02 15:59,29043.4354268860000000
1691006399999,2023-08-02 19:59,28875.2057665444000000
1691020799999,2023-08-02 23:59,28909.3291285249000000
1691035199999,2023-08-03 03:59,28905.4958219686000000
1691049599999,2023-08-03 07:59,28768.8339859033000000
1691063999999,2023-08-03 11:59,28869.7083889249000000
1691078399999,2023-08-03 15:59,28981.6964094043000000
1691092799999,2023-08-03 19:59,29003.7354458068000000
1691107199999,2023-08-03 23:59,28916.8867846036000000
1691121599999,2023-08-04 03:59,28884.8435114521000000
1691135999999,2023-08-04 07:59,28935.9839810908000000
1691150399999,2023-08-04 11:59,28891.0045364599000000
1691164799999,2023-08-04 15:59,28996.7621956372000000
