ts,datetime_utc,equity,B&H BTC (OOS),B&H BTC filtrado (OOS),Equiponderado (OOS)
1704628799999,2024-01-07 11:59,14008.95464414914567627613546,10546.12141904605769658751577,16144.17052478319172312728716,11014.77009451676012749536704
1704643199999,2024-01-07 15:59,14007.92324924060719605056292,10542.88302659485377776417266,16139.21308342843654822672964,10967.80499016160270063687150
1704657599999,2024-01-07 19:59,14022.95584909011113548019374,10590.08265640840978603935830,16211.46788277490517279361374,11034.09404775238314510562309
1704671999999,2024-01-07 23:59,13998.88615637976190183462614,10514.50819842854006183606283,16095.77593098156101352894004,10669.44809570701710463078942
1704686399999,2024-01-08 03:59,13967.56925642959350225815083,10416.17882763743925392728106,15945.24998439172206654837550,10435.72785438384079568732321
1704700799999,2024-01-08 07:59,14002.35691840383854667352620,10525.40576001784637551136305,15921.13986505237470943152507,10701.79984924779664812633254
1704715199999,2024-01-08 11:59,14052.77863668201240923100594,10683.72078610242287710131635,15921.13986505237470943152507,10856.45392854721167222634039
1704729599999,2024-01-08 15:59,14077.70973090503605725565481,10761.99988818418500948670917,15921.13986505237470943152507,11030.42564269198166928674602
1704743999999,2024-01-08 19:59,14231.41349055287220386497989,11244.60174208566125211013496,15921.13986505237470943152507,11523.03116417613315887970043
1704758399999,2024-01-08 23:59,14229.25541295784453385862671,11237.82577088879628966454416,15921.13986505237470943152507,11417.69858688863821167034673
1704772799999,2024-01-09 03:59,14227.41978920340206498709775,11232.06224611237423753844644,15921.13986505237470943152507,11386.05901078713499429551531
1704787199999,2024-01-09 07:59,14219.68623314492247748640786,11207.78028645423398885935119,15862.90040329255953287729090,11490.51269446855655693902823
1704801599999,2024-01-09 11:59,14203.71447695593634468064595,11157.63187652250855856616206,15791.92253786895364463106251,11420.63152882026032282261224
1704815999999,2024-01-09 15:59,14222.93211601303544777501679,11217.97176838862148800923661,15877.32498094498955732137454,11242.76238829320134169872603
1704830399999,2024-01-09 19:59,14223.53585937413114351681535,11219.86741275030183073509599,15880.00799304003995172243472,11246.87500083815650824011901
1704844799999,2024-01-09 23:59,14165.14274674371272240884628,11036.52365801662009696798161,15620.51126388226815687949175,11296.34124420913168620472229
1704859199999,2024-01-10 03:59,14181.19907332251846200348451,11038.22303616913656582575960,15622.91648937151787913296742,11318.73541651323248867607446
1704873599999,2024-01-10 07:59,14162.03317592423156494742386,10952.26801051678243959967102,15501.25950659696009664449119,11220.39281147272162963359852
1704887999999,2024-01-10 11:59,14181.52104004881969934506386,10894.32400249668216554622430,15419.24809269661287687774132,11285.13121456121092900990547
1704902399999,2024-01-10 15:59,14166.81111594284290942038128,10901.62654157179166763788715,15429.58378701731837349091634,11190.60478516194866611496788
1704916799999,2024-01-10 19:59,14199.24248909160374395994086,11127.28002532242216196689080,15748.96385557433994336863304,11357.37073161303890847286635
1704931199999,2024-01-10 23:59,14319.98698604545177409183961,11166.72713987400515245286112,15804.79557569874089049473509,11903.72211027834686005276728
